"spcd","symbol","common","scientific"
8111,"PAAC3","Jerusalem thorn","Parkinsonia aculeata"
8112,"PARKI2","paloverde","Parkinsonia spp."
8113,"PAAC13","cuachilote","Parmentiera aculeata"
8114,"PACE8","candle tree","Parmentiera cereifera"
8115,"PATE10","Texas paloverde","Parkinsonia texana"
8121,"PEPT3","Peltophorum pterocarpum","Peltophorum pterocarpum"
8123,"PEAC6","ngis","Pemphis acidula"
8125,"PEBU4","butter tree","Pentadesma butyracea"
8127,"PEBU2","jiqi","Pera bumeliifolia"
8129,"PEMO13","Pericopsis mooniana","Pericopsis mooniana"
8131,"PESA3","olomea","Perrottetia sandwicensis"
8134,"PEKR","canela","Persea krugii"
8138,"PEUR2","aquacatillo","Persea urbaniana"
8141,"PEDO","bastard stopper","Petitia domingensis"
836,"QUSI2","Delta post oak","Quercus similis"
837,"QUVE","black oak","Quercus velutina"
838,"QUVI","live oak","Quercus virginiana"
839,"QUWI2","interior live oak","Quercus wislizeni"
840,"QUMA6","dwarf post oak","Quercus margarettiae"
841,"QUMI2","dwarf live oak","Quercus minima"
842,"QUIN","bluejack oak","Quercus incana"
843,"QUHY","silverleaf oak","Quercus hypoleucoides"
844,"QUOG","Oglethorpe oak","Quercus oglethorpensis"
845,"QUPR","dwarf chinkapin oak","Quercus prinoides"
846,"QUGR3","gray oak","Quercus grisea"
847,"QURU4","netleaf oak","Quercus rugosa"
851,"QUGR","Chisos oak","Quercus graciliformis"
852,"AMEL","sea torchwood","Amyris elemifera"
853,"ANGL4","pond-apple","Annona glabra"
854,"BUSI","gumbo limbo","Bursera simaruba"
855,"CASUA","sheoak spp.","Casuarina spp."
856,"CAGL11","gray sheoak","Casuarina glauca"
857,"CALE28","belah","Casuarina lepidophloia"
858,"CICA","camphortree","Cinnamomum camphora"
859,"CIFR","Florida fiddlewood","Citharexylum fruticosum"
860,"CITRU2","citrus spp.","Citrus spp."
863,"CODI8","tietongue, pigeon-plum","Coccoloba diversifolia"
864,"COEL2","soldierwood","Colubrina elliptica"
865,"COSE2","largeleaf geigertree","Cordia sebestena"
866,"CUAN4","carrotwood","Cupaniopsis anacardioides"
867,"COHO","Bluewood","Condalia hookeri"
868,"EBEB","Blackbead ebony","Ebenopsis ebano"
869,"LEPU3","Great leucaene","Leucaena pulverulenta"
870,"SOAF","Texas sophora","Sophora affinis"
873,"EURH","red stopper","Eugenia rhombea"
874,"EXPA","butterbough, inkwood","Exothea paniculata"
876,"FIAU","Florida strangler fig","Ficus aurea"
877,"FICI","wild banyantree, shortleaf fig","Ficus citrifolia"
882,"GUDI","beeftree, longleaf blolly","Guapira discolor"
883,"HIMA2","manchineel","Hippomane mancinella"
884,"LYLA3","false tamarind","Lysiloma latisiliquum"
885,"MAIN3","mango","Mangifera indica"
886,"METO3","Florida poisontree","Metopium toxiferum"
887,"PIPI3","fishpoison tree","Piscidia piscipula"
888,"SCAC2","octopus tree, schefflera","Schefflera actinophylla"
890,"SIFO","false mastic","Sideroxylon foetidissimum"
891,"SISA6","white bully, willow bustic","Sideroxylon salicifolium"
895,"SIGL3","paradisetree","Simarouba glauca"
6570,"CISA2","samoensis","Citronella samoensis"
6572,"CIAU","Lime (Tipolo)","Citrus aurantifolia"
6573,"CIAU7","key lime","Citrus x aurantiifolia"
6574,"CIAU8","sour orange","Citrus x aurantium"
6575,"CILI5","lemon","Citrus x limon"
6576,"CIPA3","grapefruit","Citrus x paradisi"
6577,"CISI3","sweet orange","Citrus x sinensis"
6578,"CIGR","grapefruit, kahet magas","Citrus grandis"
6579,"CIHY2","limon china","Citrus hystrix"
6580,"CIMA10","kahet, wild orange","Citrus macroptera"
6581,"CIMA5","Citrus maxima","Citrus maxima"
6582,"CIME3","Citrus medica","Citrus medica"
6583,"CIMI3","calamondin, kingkang","Citrus mitis"
6584,"CIRE3","Citrus reticulata","Citrus reticulata"
6586,"CLCA15","koee","Claoxylon carolinianum"
6588,"CLFA6","Claoxylon fallax","Claoxylon fallax"
6589,"CLLO5","Claoxylon longiracemosum","Claoxylon longiracemosum"
6590,"CLMA25","katteknau, katot","Claoxylon marianum"
6591,"CLSA","poola","Claoxylon sandwicense"
6592,"CLAOX","claoxylon","Claoxylon spp."
6593,"CLCA18","Cleistanthus carolinianus","Cleistanthus carolinianus"
6594,"CLIN8","Cleistanthus insularis","Cleistanthus insularis"
6595,"CLEIS5","Cleistanthus","Cleistanthus spp."
6596,"CLLE3","oha wai nui Clermontia","Clermontia x leptoclada"
6597,"CLAR4","oha wai nui","Clermontia arborescens"
6601,"CLCL","Kauai clermontia","Clermontia clermontioides"
6604,"CLDR2","Kohala Mountain clermontia","Clermontia drepanomorpha"
6605,"CLFA","haha aiakamanu","Clermontia fauriei"
6606,"CLGR3","bog clermontia","Clermontia grandiflora"
6610,"CLHA4","oha kepau","Clermontia hawaiiensis"
6611,"CLKA","forest clermontia","Clermontia kakeana"
6612,"CLKO","Waipio Valley clermontia","Clermontia kohalae"
6613,"CLLI3","hillside clermontia","Clermontia lindseyana"
6614,"CLMI3","Maui clermontia","Clermontia micrantha"
6615,"CLMO5","Mauna Loa clermontia","Clermontia montis-loa"
6616,"CLOB2","Oahu clermontia","Clermontia oblongifolia"
6620,"CLPA6","Wailai Pali clermontia","Clermontia pallida"
6621,"CLPA8","smallflower clermontia","Clermontia parviflora"
6622,"CLPE2","pele clermontia","Clermontia peleana"
6625,"CLPE3","Waioiani clermontia","Clermontia persicifolia"
6626,"CLPY2","Hamakua clermontia","Clermontia pyrularia"
6627,"CLSI3","Clermontia singuliflora","Clermontia singuliflora"
6628,"CLERM","clermontia","Clermontia spp."
6629,"CLTU2","Haleakala clermontia","Clermontia tuberculata"
6630,"CLWA2","swampforest clermontia","Clermontia waimeae"
6631,"CLAC2","haggarbush","Clerodendrum aculeatum"
6632,"CLCH4","stickbush","Clerodendrum chinense"
6633,"CLGL2","Natal glorybower","Clerodendrum glabrum"
6634,"CLIN","turks turbin","Clerodendrum indicum"
6635,"CLMA24","velvetleaf glorybower","Clerodendrum macrostegium"
6636,"CLERO2","glorybower","Clerodendrum spp."
6637,"CLAL4","teta prieta","Cleyera albopunctata"
6639,"CLER","jackass breadnut","Clibadium erosum"
6641,"CLCY5","Clidemia cymosa","Clidemia cymosa"
6642,"CLHI3","soapbush","Clidemia hirta"
6644,"CLFA5","Philippine pigeonwings","Clitoria fairchildiana"
6645,"CLCA21","kiniyaw, ochop","Clinostigma carolinense"
6646,"CLCL2","cupeillo","Clusia clusioides"
6648,"CLGU","Grundlach's attorney","Clusia gundlachii"
6650,"CLMI2","cupey de monte","Clusia minor"
5328,"BUCA15","South American jelly palm","Butia capitata"
5444,"CHPI12","sawara-cypress","Chamaecyparis pisifera"
7631,"MAST6","star magnolia","Magnolia stellata"
7634,"MASO9","Chinese magnolia","Magnolia x soulangiana"
6708,"PRME","Mexican plum","Prunus mexicana"
6955,"SAFR","crack willow","Salix fragilis"
8621,"SIPE11","Bully tree","Sideroxylon persimile"
74,"LAKA2","Japanese larch","Larix kaempferi"
75,"LASI3","Siberian larch","Larix sibirica"
